"Pipeline name","Run start","Run end","Duration","Triggered by","Status","Error","Run","Parameters","Annotations","Run ID"
"GitToRaw","1/22/2026, 2:22:47 AM","1/22/2026, 2:23:22 AM","36s","Manual trigger","Succeeded","","","","[]","c2db971f-b5ca-4f7a-b5d7-a16f0dc51ba1"
